MeV,barns
4.19E-05,18.2022
4.19E-05,18.2999
4.19E-05,18.3245
4.19E-05,18.276
4.20E-05,18.0837
4.20E-05,17.7546
4.20E-05,17.293
4.20E-05,16.2672
4.21E-05,15.229
4.21E-05,14.6156
4.21E-05,14.1453
4.21E-05,13.7239
4.21E-05,13.4076
4.22E-05,13.1868
4.22E-05,13.0351
4.22E-05,12.9355
4.23E-05,12.84
4.23E-05,12.704
4.24E-05,12.4214
4.25E-05,11.7282
4.25E-05,11.5489
4.26E-05,11.4771
4.26E-05,11.4708
4.26E-05,11.51
4.27E-05,11.6376
4.27E-05,12.1092
4.28E-05,12.2218
4.28E-05,12.2448
4.28E-05,12.1964
4.29E-05,12.0496
4.30E-05,11.0654
4.32E-05,10.3073
4.32E-05,10.1797
4.32E-05,10.1174
4.32E-05,10.1149
4.32E-05,10.1472
4.33E-05,10.2254
4.33E-05,10.369
4.33E-05,10.5627
4.33E-05,10.8096
4.33E-05,11.2818
4.34E-05,12.305
4.34E-05,12.6692
4.34E-05,12.8914
4.35E-05,13.0435
4.35E-05,13.1058
4.35E-05,13.1073
4.35E-05,13.0529
4.35E-05,12.9252
4.36E-05,12.6788
4.36E-05,11.8244
4.37E-05,11.4897
4.37E-05,11.2149
4.38E-05,10.9694
4.38E-05,10.8638
4.38E-05,10.8066
4.38E-05,10.7954
4.39E-05,10.8205
4.39E-05,10.891
4.40E-05,11.2368
4.40E-05,11.3197
4.41E-05,11.3298
4.41E-05,11.2807
4.41E-05,11.1573
4.42E-05,10.8233
4.43E-05,10.2658
4.44E-05,10.1026
4.44E-05,10.0378
4.44E-05,10.0346
4.45E-05,10.0629
4.45E-05,10.1338
4.45E-05,10.2514
4.45E-05,10.4541
4.46E-05,10.7808
4.46E-05,11.7678
4.47E-05,12.0238
4.47E-05,12.1575
4.47E-05,12.3205
4.47E-05,12.3955
4.47E-05,12.4039
4.48E-05,12.344
4.49E-05,12.0917
4.49E-05,11.9678
4.50E-05,11.9264
4.50E-05,11.925
4.50E-05,11.9251
4.51E-05,11.894
4.52E-05,11.8457
4.53E-05,11.6517
4.55E-05,11.1687
4.56E-05,10.9182
4.57E-05,10.8156
4.57E-05,10.7946
4.58E-05,10.8379
4.59E-05,11.0038
4.59E-05,11.0157
4.59E-05,10.9822
4.60E-05,10.8485
4.63E-05,9.92292
4.64E-05,9.59578
4.65E-05,9.27401
4.66E-05,8.84416
4.66E-05,8.71497
4.66E-05,8.65805
4.66E-05,8.64505
4.67E-05,8.66086
4.67E-05,8.73276
4.67E-05,8.86637
4.68E-05,9.09435
4.68E-05,9.27889
4.68E-05,9.67335
4.69E-05,10.1017
4.69E-05,10.6026
4.70E-05,11.9502
4.70E-05,12.2791
4.70E-05,12.5059
4.71E-05,12.6172
4.71E-05,12.7441
4.71E-05,12.779
4.71E-05,12.7387
4.72E-05,12.5891
4.72E-05,12.2361
4.73E-05,11.4479
4.74E-05,11.0325
4.75E-05,10.5031
4.76E-05,9.8217
4.77E-05,9.06941
4.78E-05,8.88776
4.78E-05,8.81478
4.78E-05,8.80339
4.78E-05,8.83166
4.78E-05,8.9
4.78E-05,9.01184
4.79E-05,9.16703
4.79E-05,9.47317
4.79E-05,9.97705
4.80E-05,10.6531
4.80E-05,10.9372
4.80E-05,11.1836
4.80E-05,11.292
4.81E-05,11.3712
4.81E-05,11.3768
4.81E-05,11.3292
4.82E-05,11.0498
4.82E-05,11.0009
4.82E-05,11.0005
4.82E-05,11.0453
4.83E-05,11.1945
4.84E-05,11.4191
4.84E-05,11.485
4.84E-05,11.4924
4.84E-05,11.452
4.85E-05,11.3546
4.85E-05,11.1678
4.86E-05,10.6431
4.86E-05,10.3915
4.86E-05,10.2633
4.86E-05,10.2039
4.87E-05,10.1973
4.87E-05,10.2105
4.87E-05,10.2827
4.87E-05,10.4489
4.87E-05,10.7056
4.88E-05,11.416
4.88E-05,11.6726
4.89E-05,11.8073
4.89E-05,11.8918
4.89E-05,11.9055
4.89E-05,11.8795
4.89E-05,11.7911
4.90E-05,11.5717
4.90E-05,11.2689
4.91E-05,10.4615
4.92E-05,9.96879
4.92E-05,9.78341
4.92E-05,9.70267
4.92E-05,9.6834
4.93E-05,9.7096
4.93E-05,9.79916
4.93E-05,9.92135
4.93E-05,10.0913
4.93E-05,10.2793
4.93E-05,10.6124
4.94E-05,11.0703
4.94E-05,11.9359
4.94E-05,12.7438
4.94E-05,13.16
4.95E-05,13.4774
4.95E-05,13.6778
4.95E-05,13.8059
4.95E-05,13.8606
4.95E-05,13.8629
4.95E-05,13.8229
4.96E-05,13.7204
4.96E-05,13.4888
4.96E-05,13.1548
4.97E-05,12.1759
4.97E-05,11.638
4.97E-05,11.1904
4.98E-05,10.8461
4.98E-05,10.3615
4.99E-05,9.93032
4.99E-05,9.71767
5.00E-05,9.57509
5.00E-05,9.49457
5.01E-05,9.47425
5.01E-05,9.49323
5.01E-05,9.47124
5.02E-05,9.38855
5.02E-05,9.14152
5.03E-05,9.08602
5.03E-05,9.0835
5.03E-05,9.10459
5.03E-05,9.18989
5.03E-05,9.3476
5.04E-05,9.57729
5.04E-05,9.9231
5.05E-05,11.0179
5.05E-05,11.2686
5.05E-05,11.4645
5.05E-05,11.6097
5.05E-05,11.6993
5.05E-05,11.7323
5.06E-05,11.711
5.06E-05,11.5897
5.06E-05,11.3841
5.06E-05,11.1039
5.07E-05,10.0541
5.08E-05,9.68486
5.08E-05,9.08488
5.09E-05,8.60165
5.09E-05,8.30676
5.10E-05,8.05322
5.10E-05,7.90918
5.10E-05,7.84529
5.10E-05,7.81472
5.10E-05,7.81414
5.10E-05,7.847
5.11E-05,7.93131
5.11E-05,8.07401
5.11E-05,8.24002
5.11E-05,8.41732
5.11E-05,8.67935
5.11E-05,8.9637
5.12E-05,9.41751
5.12E-05,9.91962
5.12E-05,10.6022
5.12E-05,11.5505
5.13E-05,13.4713
5.13E-05,14.4193
5.13E-05,15.0423
5.13E-05,15.4613
5.14E-05,15.8131
5.14E-05,16.0775
5.14E-05,16.1953
5.14E-05,16.2824
5.14E-05,16.2843
5.14E-05,16.2447
5.15E-05,16.0641
5.15E-05,15.67
5.16E-05,14.7622
5.16E-05,14.3709
5.16E-05,14.0244
5.17E-05,13.4646
5.18E-05,13.0866
5.18E-05,12.3501
5.19E-05,12.0041
5.19E-05,11.8063
5.20E-05,11.6725
5.20E-05,11.6104
5.20E-05,11.6068
5.20E-05,11.6476
5.21E-05,11.7565
5.21E-05,11.934
5.21E-05,12.1961
5.22E-05,12.6555
5.23E-05,13.5398
5.23E-05,13.9995
5.23E-05,14.31
5.24E-05,14.4579
5.24E-05,14.544
5.24E-05,14.5572
5.25E-05,14.5261
5.25E-05,14.3575
5.26E-05,14.1145
5.27E-05,13.1394
5.29E-05,12.2908
5.32E-05,10.995
5.32E-05,10.8323
5.33E-05,10.7478
5.33E-05,10.7364
5.33E-05,10.7731
5.34E-05,10.9045
5.34E-05,11.1521
5.35E-05,11.6717
5.35E-05,11.8358
5.35E-05,11.9108
5.36E-05,11.9381
5.36E-05,11.8977
5.36E-05,11.7357
5.38E-05,11.1119
5.39E-05,10.795
5.40E-05,10.4863
5.41E-05,10.3269
5.42E-05,10.1225
5.43E-05,9.97791
5.43E-05,9.76627
5.44E-05,9.3504
5.45E-05,9.02976
5.46E-05,8.63002
5.46E-05,8.30169
5.47E-05,7.8286
5.47E-05,7.40358
5.48E-05,7.22113
5.48E-05,7.10533
5.48E-05,7.03427
5.48E-05,7.02189
5.48E-05,7.04054
5.48E-05,7.11363
5.48E-05,7.19831
5.49E-05,7.31585
5.49E-05,7.46972
5.49E-05,7.66325
5.49E-05,7.8995
5.49E-05,8.15085
5.49E-05,8.44053
5.49E-05,8.8284
5.49E-05,9.18233
5.49E-05,9.64433
5.50E-05,10.1385
5.50E-05,10.7976
5.50E-05,11.622
5.50E-05,12.8153
5.50E-05,15.9418
5.51E-05,16.902
5.51E-05,17.6745
5.51E-05,18.3623
5.51E-05,18.9322
5.51E-05,19.3679
5.51E-05,19.6977
5.51E-05,19.9065
5.52E-05,20.0167
5.52E-05,20.0361
5.52E-05,19.9865
5.52E-05,19.8476
5.52E-05,19.5365
5.52E-05,19.1018
5.52E-05,18.5687
5.53E-05,17.6418
5.53E-05,15.4116
5.53E-05,14.5301
5.54E-05,13.6521
5.54E-05,13.013
5.54E-05,12.4426
5.54E-05,11.937
5.54E-05,11.4901
5.55E-05,10.9607
5.55E-05,10.5007
5.55E-05,10.1109
5.55E-05,9.7833
5.56E-05,9.51548
5.56E-05,9.30979
5.56E-05,9.17165
5.56E-05,9.11624
5.57E-05,9.10351
5.57E-05,9.13119
5.57E-05,9.19141
5.57E-05,9.3011
5.57E-05,9.45004
5.58E-05,9.72622
5.59E-05,10.7583
5.59E-05,11.0554
5.59E-05,11.3027
5.60E-05,11.4506
5.60E-05,11.562
5.60E-05,11.5969
5.61E-05,11.561
5.61E-05,11.4712
5.61E-05,11.2191
5.62E-05,11.0186
5.62E-05,10.935
5.62E-05,10.9306
5.62E-05,10.9655
5.62E-05,11.05
5.63E-05,11.1962
5.63E-05,11.4002
5.63E-05,11.6388
5.63E-05,11.9384
5.63E-05,12.3043
5.63E-05,12.7397
5.63E-05,13.246
5.63E-05,13.9475
5.64E-05,14.6086
5.64E-05,15.4882
5.64E-05,16.5081
5.64E-05,17.6649
5.64E-05,20.3818
5.65E-05,22.2311
5.65E-05,23.7162
5.65E-05,24.8594
5.65E-05,25.7484
5.65E-05,26.5291
5.65E-05,27.1324
5.66E-05,27.4772
5.66E-05,27.6426
5.66E-05,27.6603
5.66E-05,27.5736
5.66E-05,27.3382
5.66E-05,26.9742
5.66E-05,26.2371
5.67E-05,25.02
5.67E-05,22.4617
5.68E-05,21.3936
5.68E-05,20.2244
5.68E-05,19.3282
5.69E-05,18.5604
5.69E-05,17.9044
5.69E-05,17.3414
5.69E-05,16.7054
5.70E-05,16.1693
5.70E-05,15.4975
5.71E-05,15.1122
5.72E-05,14.4383
5.73E-05,13.3849
5.75E-05,12.2267
5.75E-05,11.8408
5.76E-05,11.6095
5.76E-05,11.4617
5.77E-05,11.3949
5.77E-05,11.3794
5.77E-05,11.4078
5.78E-05,11.4879
5.78E-05,11.5975
5.79E-05,11.7859
5.79E-05,11.9748
5.79E-05,12.21
5.79E-05,12.5095
5.79E-05,12.9654
5.80E-05,13.4613
5.80E-05,14.0225
5.80E-05,16.1007
5.81E-05,16.7498
5.81E-05,17.1478
5.81E-05,17.3453
5.81E-05,17.559
5.81E-05,17.6325
5.82E-05,17.5702
5.82E-05,17.3861
5.82E-05,17.101
5.82E-05,16.5599
5.83E-05,14.9513
5.84E-05,14.2698
5.84E-05,13.7226
5.84E-05,13.3877
5.84E-05,13.1241
5.85E-05,12.9387
5.85E-05,12.8393
5.85E-05,12.8246
5.85E-05,12.8837
5.86E-05,13.0271
5.86E-05,13.1622
5.86E-05,13.4749
5.86E-05,14.0657
5.87E-05,14.8378
5.87E-05,15.2208
5.88E-05,15.4867
5.88E-05,15.6144
5.88E-05,15.6582
5.88E-05,15.6211
5.89E-05,15.4725
5.89E-05,15.1219
5.90E-05,14.4716
5.91E-05,14.0797
5.91E-05,13.6914
5.92E-05,13.3734
5.94E-05,12.8639
5.95E-05,12.3709
5.96E-05,12.1916
5.97E-05,12.073
5.98E-05,11.9645
5.99E-05,11.7813
6.00E-05,11.7577
6.00E-05,11.7705
6.00E-05,11.8398
6.01E-05,12.0072
6.01E-05,12.309
6.02E-05,13.0382
6.03E-05,13.2875
6.03E-05,13.403
6.04E-05,13.4558
6.04E-05,13.4089
6.05E-05,13.2387
6.06E-05,12.5505
6.06E-05,12.3889
6.07E-05,12.3019
6.07E-05,12.2907
6.08E-05,12.334
6.09E-05,12.6584
6.10E-05,12.9018
6.12E-05,13.1574
6.12E-05,13.1917
6.13E-05,13.1649
6.13E-05,13.0612
6.15E-05,12.7486
6.16E-05,12.5884
6.22E-05,11.9532
6.23E-05,11.8872
6.24E-05,11.8822
6.25E-05,11.8879
6.26E-05,11.8507
6.27E-05,11.7268
6.29E-05,11.4218
6.31E-05,11.2151
6.33E-05,11.1371
6.34E-05,11.1069
6.35E-05,11.1567
6.37E-05,11.2718
6.37E-05,11.278
6.38E-05,11.2482
6.39E-05,11.1406
6.40E-05,10.9372
6.40E-05,10.7865
6.40E-05,10.7179
6.41E-05,10.7146
6.41E-05,10.7536
6.41E-05,10.8341
6.41E-05,10.969
6.41E-05,11.093
6.42E-05,11.3714
6.42E-05,11.7364
6.42E-05,12.1264
6.42E-05,12.8222
6.43E-05,14.3695
6.43E-05,14.9438
6.43E-05,15.3385
6.43E-05,15.5958
6.44E-05,15.7511
6.44E-05,15.8016
6.44E-05,15.8032
6.44E-05,15.7515
6.44E-05,15.6403
6.44E-05,15.4256
6.45E-05,15.0063
6.45E-05,14.0996
6.46E-05,13.7109
6.46E-05,13.3898
6.47E-05,13.0599
6.47E-05,12.8172
6.48E-05,12.5574
6.49E-05,12.3039
6.50E-05,12.002
6.53E-05,11.4967
6.55E-05,11.2044
6.56E-05,11.0019
6.56E-05,10.9618
6.57E-05,10.9915
6.57E-05,11.0979
6.57E-05,11.3282
6.58E-05,11.6907
6.59E-05,11.8372
6.59E-05,11.8964
6.59E-05,11.8975
6.59E-05,11.8706
6.60E-05,11.769
6.62E-05,11.2234
6.62E-05,11.1322
6.62E-05,11.0983
6.63E-05,11.1319
6.63E-05,11.2312
6.64E-05,11.4649
6.64E-05,11.8915
6.65E-05,12.0504
6.65E-05,12.1107
6.65E-05,12.115
6.66E-05,12.0743
6.67E-05,11.8518
6.68E-05,11.6007
6.69E-05,11.3512
6.71E-05,11.1776
6.72E-05,11.1355
6.73E-05,11.1656
6.74E-05,11.1149
6.78E-05,10.7579
6.81E-05,10.5156
6.83E-05,10.2952
6.85E-05,10.2327
6.86E-05,10.1919
6.87E-05,10.1061
6.88E-05,9.93417
6.90E-05,9.42637
6.90E-05,9.36122
6.91E-05,9.33686
6.91E-05,9.36499
6.92E-05,9.46651
6.92E-05,9.66041
6.93E-05,9.96423
6.94E-05,10.1073
6.94E-05,10.1628
6.94E-05,10.1726
6.95E-05,10.1468
6.95E-05,10.0319
6.96E-05,9.72595
6.97E-05,9.38382
6.99E-05,8.96997
7.00E-05,8.49678
7.00E-05,8.13972
7.01E-05,8.00271
7.01E-05,7.91688
7.01E-05,7.90368
7.02E-05,7.92332
7.02E-05,7.98225
7.02E-05,8.08628
7.02E-05,8.23991
7.02E-05,8.40621
7.02E-05,8.59063
7.03E-05,8.86104
7.03E-05,9.28354
7.03E-05,9.80903
7.04E-05,11.142
7.04E-05,11.7213
7.04E-05,12.0899
7.05E-05,12.3674
7.05E-05,12.573
7.05E-05,12.7465
7.06E-05,13.0397
7.06E-05,13.2327
7.07E-05,13.4454
7.07E-05,13.8159
7.08E-05,14.7676
7.08E-05,15.0636
7.09E-05,15.2435
7.09E-05,15.2908
7.09E-05,15.256
7.10E-05,15.1177
7.10E-05,14.8079
7.11E-05,13.3989
7.12E-05,12.9111
7.13E-05,12.4771
7.13E-05,12.1147
7.14E-05,11.8479
7.15E-05,11.6293
7.16E-05,11.4889
7.17E-05,11.2963
7.18E-05,11.1274
7.18E-05,10.9508
7.19E-05,10.6143
7.20E-05,10.0631
7.21E-05,9.64786
7.21E-05,9.47974
7.21E-05,9.42158
7.21E-05,9.41231
7.22E-05,9.43264
7.22E-05,9.52615
7.22E-05,9.63603
7.22E-05,9.78696
7.22E-05,10.0693
7.23E-05,10.3759
7.23E-05,10.7856
7.23E-05,11.2875
7.24E-05,12.9835
7.24E-05,13.4878
7.24E-05,13.8747
7.25E-05,14.2218
7.25E-05,14.4495
7.25E-05,14.5708
7.25E-05,14.597
7.26E-05,14.5489
7.26E-05,14.4256
7.26E-05,14.1838
7.27E-05,13.3366
7.28E-05,12.9965
7.28E-05,12.7413
7.29E-05,12.4824
7.30E-05,12.1876
7.37E-05,10.622
7.38E-05,10.2643
7.39E-05,10.0192
7.40E-05,9.72803
7.40E-05,9.40275
7.41E-05,9.12672
7.42E-05,8.69687
7.42E-05,8.30024
7.43E-05,8.14436
7.43E-05,8.07631
7.43E-05,8.05032
7.43E-05,8.07893
7.43E-05,8.14383
7.43E-05,8.25152
7.44E-05,8.40631
7.44E-05,8.61147
7.44E-05,8.86898
7.44E-05,9.17915
7.44E-05,9.54041
7.44E-05,9.94919
7.45E-05,10.4943
7.45E-05,11.2223
7.45E-05,13.2201
7.46E-05,13.9286
7.46E-05,14.4267
7.46E-05,14.8977
7.46E-05,15.2504
7.46E-05,15.4791
7.47E-05,15.5865
7.47E-05,15.5968
7.47E-05,15.5538
7.47E-05,15.4256
7.47E-05,15.1428
7.48E-05,14.7808
7.48E-05,13.6611
7.49E-05,13.2052
7.49E-05,12.7725
7.50E-05,12.4868
7.50E-05,12.2501
7.50E-05,12.0808
7.51E-05,11.9723
7.51E-05,11.9002
7.52E-05,11.8926
7.53E-05,11.9347
7.53E-05,11.9979
7.54E-05,12.1312
7.54E-05,12.3481
7.55E-05,12.6124
7.56E-05,13.2915
7.56E-05,13.5545
7.57E-05,13.657
7.57E-05,13.7207
7.57E-05,13.7226
7.58E-05,13.666
7.58E-05,13.5753
7.59E-05,13.3188
7.60E-05,12.7497
7.61E-05,12.3913
7.62E-05,12.0963
7.64E-05,11.6361
7.66E-05,11.3839
7.67E-05,11.2569
7.69E-05,11.1236
7.70E-05,10.9824
7.71E-05,10.7566
7.72E-05,10.2715
7.73E-05,10.1781
7.73E-05,10.1583
7.74E-05,10.1918
7.74E-05,10.2669
7.74E-05,10.4347
7.75E-05,10.8008
7.75E-05,11.1399
7.76E-05,11.3117
7.76E-05,11.3845
7.76E-05,11.3905
7.77E-05,11.35
7.77E-05,11.2148
7.78E-05,10.7373
7.79E-05,10.6225
7.79E-05,10.6035
7.79E-05,10.6423
7.80E-05,10.7444
7.80E-05,10.909
7.80E-05,11.1771
7.81E-05,12.0888
7.82E-05,12.3187
7.82E-05,12.4617
7.82E-05,12.5736
7.82E-05,12.6248
7.83E-05,12.6296
7.83E-05,12.5815
7.84E-05,12.3912
7.85E-05,12.0493
7.86E-05,11.6767
7.88E-05,11.2663
7.91E-05,10.7705
7.93E-05,10.4503
7.94E-05,10.1576
7.95E-05,10.1064
7.95E-05,10.0986
7.95E-05,10.1248
7.96E-05,10.2178
7.96E-05,10.3782
7.97E-05,10.7659
7.97E-05,11.0971
7.98E-05,11.2346
7.98E-05,11.3113
7.98E-05,11.3193
7.99E-05,11.2799
7.99E-05,11.1817
8.00E-05,10.612
8.01E-05,10.464
8.02E-05,10.3831
8.02E-05,10.3755
8.02E-05,10.3944
8.02E-05,10.4612
8.03E-05,10.6311
8.04E-05,11.2232
8.04E-05,11.354
8.05E-05,11.4242
8.05E-05,11.4266
8.05E-05,11.3922
8.06E-05,11.2726
8.07E-05,10.9204
8.08E-05,10.7384
8.09E-05,10.5352
8.10E-05,10.3134
8.11E-05,9.90832
8.12E-05,9.80482
8.12E-05,9.7775
8.13E-05,9.79655
8.13E-05,9.87064
8.13E-05,10.0035
8.13E-05,10.1917
8.14E-05,10.6028
8.15E-05,11.0506
8.15E-05,11.288
8.15E-05,11.4284
8.16E-05,11.5355
8.16E-05,11.5777
8.16E-05,11.5604
8.17E-05,11.447
8.17E-05,11.1205
8.18E-05,10.705
8.20E-05,10.2983
8.21E-05,9.73451
8.23E-05,9.10003
8.23E-05,8.97252
8.24E-05,8.92893
8.24E-05,8.95527
8.24E-05,9.04713
8.25E-05,9.15826
8.25E-05,9.35221
8.25E-05,9.6259
8.26E-05,10.0473
8.26E-05,11.1364
8.27E-05,11.4791
8.27E-05,11.7472
8.27E-05,11.902
8.27E-05,11.9916
8.28E-05,12.0259
8.28E-05,11.9885
8.28E-05,11.8547
8.29E-05,11.543
8.30E-05,10.9406
8.32E-05,9.80996
8.33E-05,9.42589
8.33E-05,9.24711
8.33E-05,9.12725
8.34E-05,9.0878
8.34E-05,9.08691
8.34E-05,9.13176
8.35E-05,9.24749
8.35E-05,9.42368
8.36E-05,10.0326
8.36E-05,10.2045
8.36E-05,10.3029
8.37E-05,10.3415
8.37E-05,10.3437
8.37E-05,10.3066
8.38E-05,10.1766
8.38E-05,9.92595
8.39E-05,9.85408
8.39E-05,9.84821
8.39E-05,9.88155
8.40E-05,9.96933
8.40E-05,10.1642
8.40E-05,10.3884
8.41E-05,10.7008
8.42E-05,11.3623
8.42E-05,11.9938
8.43E-05,12.4135
8.43E-05,12.6898
8.44E-05,12.8931
8.44E-05,13.0266
8.45E-05,13.1073
8.45E-05,13.1113
8.45E-05,13.0559
8.46E-05,12.8822
8.47E-05,12.3306
8.48E-05,12.1782
8.48E-05,12.0816
8.49E-05,12.0686
8.49E-05,12.1048
8.50E-05,12.262
8.51E-05,12.4667
8.52E-05,12.5688
8.52E-05,12.5801
8.53E-05,12.5346
8.55E-05,12.2941
8.57E-05,12.2007
8.58E-05,12.1248
8.59E-05,12.0244
8.60E-05,11.8349
8.63E-05,11.243
8.66E-05,10.5533
8.66E-05,10.4511
8.67E-05,10.4256
8.67E-05,10.4657
8.68E-05,10.6154
8.69E-05,10.8102
8.70E-05,10.8656
8.70E-05,10.8669
8.70E-05,10.8215
8.71E-05,10.6555
8.73E-05,10.3667
8.74E-05,10.2408
8.74E-05,10.2104
8.75E-05,10.2447
8.77E-05,10.3953
8.77E-05,10.405
8.78E-05,10.378
8.78E-05,10.2968
8.79E-05,10.1014
8.82E-05,9.43964
8.83E-05,9.21065
8.84E-05,9.11331
8.84E-05,9.08107
8.84E-05,9.07895
8.85E-05,9.12245
8.85E-05,9.20175
8.86E-05,9.33363
8.86E-05,9.53646
8.86E-05,9.80281
8.88E-05,10.6156
8.88E-05,10.8991
8.89E-05,11.0795
8.89E-05,11.1648
8.90E-05,11.2675
8.90E-05,11.2986
8.91E-05,11.2502
8.92E-05,11.128
8.92E-05,10.9376
8.93E-05,10.6516
8.95E-05,9.72651
8.96E-05,9.47166
8.96E-05,9.33309
8.97E-05,9.24703
8.97E-05,9.19923
8.98E-05,9.15503
8.99E-05,9.0684
8.99E-05,8.86522
9.00E-05,8.82975
9.00E-05,8.85006
9.00E-05,8.91674
9.00E-05,9.03257
9.00E-05,9.20561
9.01E-05,9.45223
9.01E-05,9.69342
9.01E-05,9.98895
9.01E-05,10.3441
9.01E-05,10.7639
9.01E-05,11.3317
9.01E-05,11.9958
9.02E-05,12.7776
9.02E-05,13.7051
9.02E-05,14.7459
9.02E-05,15.8944
9.02E-05,17.1412
9.02E-05,18.4727
9.02E-05,20.7335
9.03E-05,25.1885
9.03E-05,26.8336
9.03E-05,28.4244
9.03E-05,29.8098
9.04E-05,30.7805
9.04E-05,31.4961
9.04E-05,32.0123
9.04E-05,32.3214
9.04E-05,32.4818
9.04E-05,32.4856
9.04E-05,32.4136
9.04E-05,32.1847
9.05E-05,31.8398
9.05E-05,31.2274
9.05E-05,30.4472
9.05E-05,29.0244
9.05E-05,27.3899
9.06E-05,22.7345
9.06E-05,21.0992
9.06E-05,19.9872
9.06E-05,18.9612
9.07E-05,18.0263
9.07E-05,17.1838
9.07E-05,16.2723
9.07E-05,15.487
9.07E-05,14.8152
9.08E-05,14.2427
9.08E-05,13.7552
9.08E-05,13.3109
9.08E-05,13.045
9.09E-05,12.5944
9.09E-05,12.2323
9.09E-05,11.9422
9.09E-05,11.7091
9.10E-05,11.5389
9.10E-05,11.419
9.11E-05,11.3901
9.11E-05,11.4391
9.11E-05,11.5414
9.11E-05,11.717
9.12E-05,12.0353
9.13E-05,13.0399
9.13E-05,13.3336
9.14E-05,13.5439
9.14E-05,13.6584
9.14E-05,13.6709
9.15E-05,13.6521
9.15E-05,13.5717
9.16E-05,13.3584
9.16E-05,13.0677
9.18E-05,11.99
9.18E-05,11.6562
9.19E-05,11.4587
9.19E-05,11.3552
9.20E-05,11.33
9.21E-05,11.3754
9.21E-05,11.3321
9.21E-05,11.2612
9.22E-05,11.1021
9.23E-05,10.8095
9.23E-05,10.7276
9.23E-05,10.7167
9.23E-05,10.7361
9.24E-05,10.8252
9.24E-05,10.9192
9.24E-05,11.1329
9.24E-05,11.3737
9.24E-05,11.6531
9.24E-05,12.0859
9.25E-05,12.6977
9.25E-05,13.7558
9.26E-05,14.9399
9.26E-05,15.57
9.26E-05,15.9294
9.26E-05,16.2561
9.27E-05,16.4575
9.27E-05,16.5304
9.27E-05,16.4813
9.27E-05,16.3104
9.28E-05,16.0406
9.28E-05,15.8339
9.28E-05,15.0579
9.29E-05,14.2357
9.29E-05,13.741
9.30E-05,13.3114
9.30E-05,12.9846
9.30E-05,12.7125
9.30E-05,12.4688
9.31E-05,12.2019
9.32E-05,12.004
9.33E-05,11.6734
9.34E-05,11.4985
9.35E-05,11.2612
9.35E-05,10.9584
9.37E-05,10.1314
9.37E-05,9.98661
9.37E-05,9.90132
9.37E-05,9.89271
9.37E-05,9.91174
9.38E-05,9.97821
9.38E-05,10.1163
9.38E-05,10.2995
9.38E-05,10.584
9.38E-05,10.8432
9.38E-05,11.1538
9.39E-05,11.5184
9.39E-05,11.9388
9.39E-05,12.4157
9.39E-05,12.9485
9.39E-05,13.8482
9.39E-05,14.7614
9.39E-05,16.0029
9.40E-05,19.9025
9.40E-05,21.0869
9.41E-05,22.1402
9.41E-05,22.9032
9.41E-05,23.4585
9.41E-05,23.8581
9.41E-05,24.1375
9.41E-05,24.2783
9.41E-05,24.2957
9.42E-05,24.2114
9.42E-05,24.0027
9.42E-05,23.6446
9.42E-05,23.1966
9.42E-05,22.4896
9.43E-05,21.2533
9.43E-05,18.6351
9.44E-05,17.4501
9.44E-05,16.5148
9.44E-05,15.8536
9.44E-05,15.2343
9.45E-05,14.8153
9.45E-05,14.4364
9.45E-05,13.9745
9.45E-05,13.643
9.46E-05,13.3782
9.46E-05,13.1732
9.47E-05,13.0341
9.47E-05,12.9768
9.47E-05,12.9752
9.48E-05,12.9894
9.49E-05,12.9445
9.49E-05,12.828
9.50E-05,12.5252
9.51E-05,12.1021
9.52E-05,11.9073
9.53E-05,11.7887
9.54E-05,11.7607
9.54E-05,11.79
9.56E-05,11.9492
9.57E-05,12.0825
9.58E-05,12.1203
9.59E-05,12.0779
9.62E-05,11.7729
9.63E-05,11.7394
9.64E-05,11.7816
9.66E-05,11.9642
9.66E-05,11.9772
9.67E-05,11.9477
9.68E-05,11.8156
9.72E-05,11.1928
9.73E-05,10.8936
9.75E-05,10.5738
9.76E-05,10.2068
9.77E-05,9.88417
9.78E-05,9.72119
9.78E-05,9.66245
9.78E-05,9.65207
9.78E-05,9.67264
9.79E-05,9.75172
9.79E-05,9.9103
9.79E-05,10.1213
9.80E-05,10.3978
9.80E-05,10.752
9.80E-05,11.3526
9.81E-05,12.3473
9.81E-05,12.8067
9.82E-05,13.1604
9.82E-05,13.4241
9.82E-05,13.6001
9.83E-05,13.6714
9.83E-05,13.6743
9.83E-05,13.631
9.84E-05,13.4821
9.86E-05,12.6822
9.86E-05,12.371
9.87E-05,12.0802
9.89E-05,11.7778
9.91E-05,11.3698
9.93E-05,11.0369
9.94E-05,10.9272
9.94E-05,10.9048
9.95E-05,10.9542
9.97E-05,11.0151
9.97E-05,10.9895
9.98E-05,10.9147
9.99E-05,10.7191
0.000100053,10.4666
0.000100107,10.4102
0.000100123,10.406
0.000100168,10.4311
0.000100223,10.5391
0.000100364,10.9761
0.000100412,11.0602
0.000100442,11.0757
0.000100483,11.0479
0.000100543,10.9216
0.000100673,10.4944
0.000100717,10.3822
0.000100754,10.3333
0.000100773,10.3299
0.000100808,10.3696
0.000100841,10.4663
0.000100876,10.6336
0.000100926,10.9551
0.000101006,11.5359
0.000101049,11.7748
0.000101073,11.8657
