MeV,barns
0.000552193,13.2011
0.000552274,13.2968
0.000552328,13.3117
0.00055241,13.2651
0.000552501,13.1319
0.000552637,12.8372
0.000552905,12.2082
0.000553037,11.9601
0.000553189,11.7315
0.000553445,11.437
0.000553771,11.1569
0.000554413,10.7218
0.000555095,10.1514
0.000555291,9.94082
0.000555493,9.66674
0.000555696,9.37
0.000555811,9.23549
0.000555908,9.16944
0.000555965,9.15994
0.000556051,9.19456
0.000556136,9.29154
0.000556219,9.44088
0.000556356,9.77245
0.000556513,10.1737
0.000556616,10.3795
0.000556702,10.491
0.000556788,10.5418
0.000556828,10.5458
0.00055695,10.4969
0.000557158,10.3411
0.00055724,10.3191
0.00055733,10.355
0.00055741,10.4517
0.000557502,10.642
0.000557601,10.9333
0.000557883,11.9394
0.000557985,12.2468
0.000558081,12.4731
0.000558191,12.6538
0.000558326,12.7832
0.000558466,12.8281
0.000558603,12.7838
0.000558732,12.6511
0.000558862,12.4245
0.000559021,12.0503
0.000559336,11.2362
0.000559493,10.9045
0.000559617,10.712
0.000559732,10.597
0.000559867,10.5449
0.000559891,10.5439
0.000560086,10.5964
0.000560561,10.7895
0.00056068,10.9007
0.000560784,11.0621
0.000560913,11.3482
0.000561126,11.8791
0.000561229,12.0668
0.000561307,12.1446
0.000561359,12.1625
0.000561437,12.1394
0.00056154,12.0296
0.000561852,11.5163
0.00056198,11.3877
0.000562099,11.3498
0.000562262,11.3997
0.000562513,11.5205
0.000562567,11.5265
0.000562699,11.4867
0.000562802,11.3989
0.000562898,11.2772
0.000563234,10.7242
0.000563383,10.5285
0.000563517,10.4245
0.000563667,10.3874
0.000563682,10.3871
0.00056392,10.4035
0.00056426,10.3604
0.000564396,10.3968
0.000564515,10.5086
0.000564638,10.7045
0.000564863,11.1232
0.000564958,11.2374
0.00056505,11.2787
0.000565142,11.244
0.000565234,11.1423
0.0005654,10.8598
0.000565549,10.6001
0.00056569,10.4189
0.000565825,10.3255
0.000565942,10.3023
0.000566108,10.3432
0.000566297,10.4717
0.000566666,10.8098
0.000566799,10.8793
0.000566894,10.8939
0.000567027,10.8628
0.000567196,10.7427
0.000567375,10.5339
0.000567644,10.1102
0.000567836,9.81916
0.000567969,9.68415
0.000568089,9.63547
0.000568102,9.63461
0.000568238,9.67229
0.000568571,9.90759
0.000568698,9.93984
0.000568818,9.90999
0.000568974,9.79294
0.000569361,9.35658
0.000569543,9.20706
0.000569865,9.01577
0.000570009,8.86907
0.000570258,8.53227
0.000570356,8.44932
0.000570412,8.43768
0.000570468,8.45978
0.000570523,8.51966
0.000570579,8.6188
0.000570635,8.75561
0.000570722,9.02983
0.000570926,9.77455
0.000570993,9.9747
0.000571049,10.0969
0.000571105,10.1716
0.000571161,10.1945
0.000571217,10.1657
0.000571273,10.0892
0.000571357,9.90535
0.000571477,9.58883
0.000571539,9.46168
0.000571589,9.40732
0.000571614,9.40412
0.00057166,9.45006
0.000571694,9.53655
0.000571728,9.67524
0.000571762,9.8726
0.000571796,10.1345
0.000571832,10.4862
0.000571868,10.9198
0.000571904,11.4378
0.00057194,12.0408
0.000571973,12.6736
0.000572006,13.374
0.00057204,14.136
0.000572091,15.4118
0.000572163,17.3576
0.000572252,19.7488
0.000572301,21.0074
0.000572346,22.0305
0.000572392,22.9367
0.000572434,23.614
0.000572473,24.0866
0.00057251,24.4049
0.000572547,24.5843
0.000572578,24.6294
0.000572609,24.5835
0.000572648,24.4102
0.000572699,24.003
0.000572743,23.5165
0.000572797,22.7946
0.000572979,20.0756
0.000573042,19.2282
0.00057311,18.4327
0.000573168,17.8601
0.000573245,17.234
0.000573342,16.6011
0.000573546,15.5066
0.000573916,13.4904
0.000574032,12.9351
0.000574134,12.5306
0.000574211,12.2913
0.000574287,12.1098
0.000574387,11.9527
0.000574511,11.8587
0.000574756,11.7561
0.000574877,11.6328
0.000575035,11.3728
0.00057523,11.0185
0.000575332,10.9011
0.000575412,10.8683
0.000575476,10.8849
0.00057555,10.951
0.000575664,11.1314
0.000575885,11.5692
0.000575998,11.7253
0.000576107,11.8001
0.000576352,11.8651
0.000576456,11.9577
0.000576586,12.1641
0.000576777,12.5159
0.000576888,12.6362
0.000576986,12.6652
0.00057711,12.652
0.000577216,12.6896
0.000577279,12.7731
0.000577341,12.9198
0.000577404,13.1357
0.000577477,13.466
0.000577562,13.9403
0.000577724,14.9112
0.000577809,15.3348
0.000577864,15.5414
0.000577927,15.6981
0.000577997,15.7659
0.000578005,15.7663
0.000578084,15.6964
0.000578147,15.5527
0.000578241,15.2231
0.000578335,14.8034
0.000578579,13.6216
0.000578713,13.054
0.000578803,12.7362
0.000578894,12.4847
0.000578974,12.3257
0.000579057,12.2279
0.000579133,12.2009
0.000579228,12.2441
0.000579354,12.4019
0.000579597,12.7998
0.000579728,12.9352
0.000579835,12.9711
0.000579975,12.92
0.000580145,12.7461
0.000580722,11.9416
0.000581356,11.1462
0.000581885,10.5772
0.000582004,10.4939
0.000582075,10.4767
0.000582163,10.5023
0.000582267,10.6062
0.000582391,10.8248
0.00058261,11.2847
0.000582703,11.4193
0.000582783,11.478
0.000582817,11.4847
0.000582919,11.4427
0.00058302,11.3224
0.000583355,10.7311
0.000583507,10.5171
0.00058371,10.3184
0.000583957,10.0894
0.000584123,9.8603
0.000584391,9.40292
0.000584482,9.29057
0.000584555,9.24648
0.00058458,9.24379
0.000584654,9.27746
0.000584728,9.3791
0.000584794,9.53018
0.000584848,9.69263
0.000584929,9.99252
0.000585074,10.6325
0.000585214,11.2457
0.000585307,11.5891
0.000585401,11.8502
0.000585492,12.0194
0.000585594,12.1155
0.000585701,12.1419
0.000585919,12.1234
0.000586216,12.1722
0.000586341,12.1311
0.000586436,12.0265
0.000586537,11.8354
0.000586641,11.5684
0.000586799,11.133
0.000586868,10.9841
0.000586937,10.8939
0.000586974,10.8777
0.000587028,10.9024
0.000587083,10.9926
0.000587144,11.176
0.000587205,11.4466
0.000587272,11.8349
0.000587352,12.3913
0.000587517,13.6368
0.000587593,14.1191
0.000587658,14.4296
0.000587711,14.5926
0.000587764,14.6704
0.000587782,14.6771
0.000587832,14.6451
0.000587886,14.5309
0.000587939,14.3485
0.000587999,14.0705
0.000588101,13.4912
0.00058828,12.4105
0.000588379,11.8946
0.000588445,11.6064
0.000588534,11.2927
0.000588628,11.0545
0.000588722,10.8948
0.000588879,10.7359
0.000589069,10.5584
0.000589197,10.3653
0.000589342,10.0557
0.000589605,9.39205
0.000589712,9.17683
0.000589792,9.074
0.000589872,9.04184
0.000589926,9.06875
0.000589969,9.12226
0.000590028,9.2469
0.000590082,9.41535
0.000590146,9.69027
0.00059021,10.0452
0.000590264,10.3994
0.000590326,10.8708
0.000590422,11.6871
0.000590588,13.1891
0.000590669,13.8454
0.000590729,14.2564
0.000590801,14.642
0.000590859,14.8604
0.000590917,14.9913
0.000590975,15.037
0.000591033,15.0046
0.000591111,14.8586
0.000591188,14.6242
0.000591472,13.5405
0.000591584,13.2046
0.000591677,13.0143
0.000591767,12.9126
0.000591848,12.8857
0.000591954,12.9266
0.000592227,13.164
0.000592315,13.1905
0.000592418,13.1501
0.00059252,13.0283
0.000592656,12.7615
0.000592923,12.1262
0.000593074,11.8458
0.000593174,11.7204
0.000593305,11.6256
0.000593609,11.5045
0.000593707,11.4217
0.000593808,11.2901
0.000593952,11.0194
0.00059418,10.5212
0.00059427,10.3744
0.000594338,10.314
0.000594376,10.3036
0.000594423,10.3185
0.000594486,10.3909
0.000594549,10.5266
0.000594612,10.7248
0.000594691,11.051
0.000594788,11.543
0.000594942,12.3648
0.000595032,12.7698
0.000595115,13.0476
0.000595178,13.1816
0.000595257,13.2552
0.000595273,13.258
0.000595367,13.2045
0.000595496,13.0009
0.000595627,12.764
0.000595704,12.6652
0.000595781,12.6205
0.000595859,12.6396
0.000595932,12.7167
0.000596056,12.9508
0.000596276,13.4595
0.000596375,13.6117
0.000596475,13.6676
0.000596479,13.6676
0.000596576,13.6156
0.000596688,13.4443
0.000596837,13.0896
0.000597107,12.346
0.00059732,11.8191
0.000597989,10.3643
0.000598093,10.1817
0.000598166,10.0986
0.000598241,10.0709
0.000598298,10.1013
0.000598355,10.1843
0.000598411,10.3259
0.000598474,10.5545
0.00059854,10.8778
0.000598608,11.2848
0.000598714,12.0228
0.000598848,12.9822
0.000598928,13.4712
0.000598988,13.7591
0.000599049,13.9635
0.000599109,14.0779
0.000599155,14.1045
0.000599222,14.0557
0.000599302,13.8818
0.000599382,13.6153
0.000599638,12.5659
0.000599742,12.2015
0.000599838,11.9388
0.000599918,11.7794
0.000599998,11.6737
0.0006001,11.611
0.000600134,11.6063
0.000600254,11.6422
0.00060063,11.9509
0.000600777,11.9896
0.000600925,11.9313
0.000601085,11.7764
0.000601612,11.102
0.000602029,10.5883
0.000602442,9.99126
0.000602564,9.86015
0.000602643,9.81666
0.000602683,9.81169
0.000602763,9.84232
0.000602844,9.93374
0.000602925,10.0877
0.000603021,10.3462
0.000603307,11.2913
0.000603408,11.5496
0.00060348,11.6781
0.000603561,11.7598
0.000603638,11.7826
0.000603798,11.7208
0.000603933,11.6733
0.000604019,11.7106
0.000604102,11.8292
0.000604165,11.9834
0.000604206,12.1187
0.00060429,12.4637
0.000604374,12.8922
0.000604599,14.1822
0.000604689,14.6056
0.000604758,14.8485
0.00060482,14.9957
0.000604883,15.069
0.000604925,15.0774
0.000605009,15.0049
0.000605092,14.832
0.000605217,14.4456
0.00060548,13.4999
0.000605636,13.0198
0.000605793,12.6366
0.000605956,12.3331
0.000606136,12.0976
0.000606317,11.9567
0.000606523,11.8946
0.000606848,11.8401
0.000607052,11.7196
0.000607312,11.4524
0.000607731,10.9671
0.000607926,10.8054
0.000608081,10.751
0.000608106,10.7502
0.000608262,10.7958
0.000608605,11.0417
0.000608712,11.07
0.000608836,11.0269
0.000608946,10.9127
0.000609083,10.681
0.000609402,9.99848
0.000609485,9.86277
0.000609568,9.77751
0.00060963,9.75719
0.000609693,9.78141
0.000609755,9.85485
0.000609817,9.97974
0.000609879,10.1552
0.000609954,10.4259
0.000610049,10.844
0.000610253,11.8002
0.000610359,12.2137
0.000610439,12.4603
0.000610564,12.733
0.000610814,13.1662
0.000610984,13.5724
0.000611158,14.0041
0.000611267,14.1798
0.000611353,14.2305
0.000611429,14.2028
0.000611531,14.0683
0.000611632,13.8461
0.000611862,13.1898
0.000612055,12.6539
0.000612176,12.3842
0.000612269,12.2308
0.000612361,12.1359
0.000612442,12.1078
0.000612526,12.1348
0.000612651,12.2692
0.000612941,12.7434
0.00061306,12.8543
0.00061313,12.8716
0.000613239,12.8267
0.000613377,12.6658
0.000613593,12.2837
0.000613979,11.5338
0.000614131,11.2974
0.000614268,11.1544
0.000614415,11.0841
0.000614494,11.0764
0.00061482,11.1029
0.000615012,11.0957
0.000615212,11.1324
0.000615461,11.2939
0.000615645,11.3925
0.000615712,11.3996
0.000615845,11.3536
0.000616004,11.2048
0.00061631,10.8347
0.000616422,10.7563
0.000616483,10.7428
0.000616592,10.7822
0.000616693,10.8962
0.000616825,11.1402
0.000617048,11.6295
0.000617138,11.7724
0.000617239,11.8546
0.000617264,11.8602
0.00061734,11.8401
0.000617441,11.7319
0.000617532,11.5679
0.000617681,11.2104
0.000617896,10.6648
0.000617992,10.4841
0.000618065,10.4102
0.000618093,10.4029
0.000618147,10.4293
0.000618198,10.5142
0.000618248,10.6668
0.000618299,10.8992
0.000618332,11.1036
0.000618376,11.4319
0.000618419,11.836
0.000618463,12.3181
0.000618506,12.8776
0.000618548,13.4845
0.00061859,14.1536
0.000618659,15.3812
0.00061883,18.5993
0.000618882,19.5042
0.000618939,20.3806
0.000618993,21.0446
0.000619035,21.4585
0.000619087,21.8062
0.00061914,21.9723
0.000619161,21.988
0.000619209,21.9163
0.000619261,21.6829
0.000619314,21.3083
0.000619366,20.8189
0.000619439,19.9959
0.000619637,17.5113
0.000619724,16.522
0.000619789,15.8679
0.000619858,15.2723
0.000619927,14.756
0.000619997,14.3263
0.000620072,13.9487
0.000620148,13.6453
0.00062025,13.3259
0.000620375,13.0452
0.000620552,12.7715
0.000621244,11.9648
0.00062149,11.7541
0.00062177,11.6209
0.000622261,11.4416
0.000622541,11.2642
0.000622856,10.974
0.000623104,10.7387
0.000623276,10.6341
0.000623368,10.6182
0.000623498,10.6585
0.000623632,10.7799
0.000623965,11.2329
0.000624091,11.328
0.000624155,11.3396
0.000624245,11.3115
0.000624349,11.2194
0.000624491,11.016
0.000624869,10.3377
0.000625035,10.0762
0.000625168,9.91221
0.000625295,9.80437
0.000625451,9.74304
0.00062551,9.73788
0.000625675,9.77163
0.000625803,9.86195
0.000625878,9.96027
0.000625961,10.1256
0.00062603,10.3208
0.000626097,10.5676
0.000626186,10.9782
0.000626293,11.5834
0.00062646,12.5887
0.000626547,13.0307
0.000626615,13.2933
0.000626686,13.469
0.000626756,13.5403
0.000626771,13.5421
0.000626846,13.4866
0.00062692,13.3402
0.000627015,13.0509
0.000627201,12.3378
0.000627423,11.4833
0.000627618,10.8147
0.00062778,10.323
0.000627884,10.0579
0.000627983,9.86015
0.000628063,9.75233
0.000628157,9.69965
0.000628168,9.69896
0.000628249,9.73088
0.000628336,9.83586
0.000628436,10.0348
0.000628558,10.3631
0.000628948,11.5787
0.000629099,11.9723
0.000629215,12.1944
0.000629296,12.2907
0.000629365,12.3272
0.000629404,12.3278
0.000629481,12.2865
0.000629558,12.1908
0.000629674,11.9604
0.000629828,11.5483
0.000630004,11.0526
0.00063011,10.7928
0.000630226,10.5806
0.000630328,10.4701
0.000630421,10.4363
0.000630518,10.4697
0.000630613,10.5618
0.000630765,10.793
0.000630961,11.111
0.000631088,11.2446
0.000631199,11.288
0.000631214,11.2885
0.000631358,11.2396
0.000631682,11.0143
0.000631859,10.9729
0.000631884,10.9729
0.000632043,10.9815
0.000632187,10.9544
0.000632315,10.8596
0.000632443,10.689
0.000632704,10.248
0.000632808,10.1309
0.000632888,10.0979
0.00063296,10.1225
0.000633039,10.2185
0.000633108,10.3633
0.000633185,10.5948
0.000633266,10.9152
0.000633361,11.3773
0.000633497,12.1505
0.000633638,12.9619
0.000633723,13.3685
0.000633799,13.6339
0.00063387,13.7789
0.000633922,13.8131
0.000633979,13.7772
0.000634044,13.6472
0.000634108,13.4386
0.000634186,13.0931
0.00063439,12.0311
0.000634461,11.7237
0.000634508,11.5679
0.000634559,11.4579
0.000634608,11.4243
0.000634657,11.4712
0.000634699,11.5832
0.000634741,11.7671
0.000634788,12.0625
0.000634837,12.4787
0.000634886,13.0021
0.000634936,13.6271
0.000634985,14.3424
0.000635052,15.4294
0.000635212,18.2104
0.000635278,19.2411
0.000635327,19.8985
0.000635379,20.4775
0.000635428,20.8719
0.000635467,21.0841
0.000635507,21.1973
0.000635533,21.2182
0.000635586,21.1342
0.000635625,20.9689
0.000635665,20.7262
0.000635721,20.2659
0.000635787,19.6089
0.000635984,17.4266
0.000636065,16.6448
0.000636136,16.0821
0.000636208,15.6416
0.000636256,15.4181
0.000636318,15.2071
0.000636399,15.04
0.000636504,14.9466
0.00063672,14.8527
0.000636817,14.7312
0.000636896,14.5723
0.000636986,14.3253
0.000637102,13.9316
0.000637358,12.9769
0.000637494,12.5312
0.000637634,12.15
0.000637741,11.9146
0.000637905,11.6383
0.000638199,11.2781
0.000638479,10.9825
0.00063862,10.9016
0.000638672,10.8971
0.000638776,10.9396
0.00063888,11.0528
0.000639025,11.3009
0.000639207,11.6287
0.000639316,11.7556
0.00063942,11.7951
0.000639524,11.7533
0.000639662,11.6035
0.000639942,11.2243
0.000640131,11.0571
0.000640328,10.969
0.000640391,10.9622
0.000640512,11.001
0.00064061,11.1082
0.000640697,11.2846
0.000640784,11.5458
0.000640871,11.894
0.000640984,12.4438
0.000641146,13.2664
0.000641236,13.6349
0.000641313,13.8514
0.000641379,13.9484
0.000641426,13.9651
0.000641496,13.9109
0.000641566,13.7684
0.000641646,13.5208
0.000641766,13.0397
0.000641972,12.1626
0.000642067,11.8149
0.000642184,11.4621
0.000642311,11.1687
0.000642463,10.9059
0.000642667,10.6429
0.000642841,10.4811
0.000643015,10.3917
0.000643148,10.3749
0.000643437,10.4013
0.000643641,10.3684
0.000643897,10.2792
0.000643906,10.279
0.000643996,10.3145
0.000644062,10.4089
0.000644116,10.5517
0.000644167,10.7576
0.000644208,10.9922
0.000644242,11.2349
0.000644276,11.5297
0.000644298,11.7579
0.000644338,12.223
0.000644377,12.7771
0.000644417,13.4251
0.000644456,14.1691
0.000644498,15.0686
0.00064454,16.0712
0.00064459,17.3851
0.000644657,19.2744
0.000644793,23.3157
0.000644854,25.0024
0.000644907,26.2628
0.000644953,27.169
0.000644997,27.8425
0.00064504,28.2998
0.000645084,28.5539
0.00064511,28.5979
0.000645155,28.4929
0.00064519,28.2544
0.000645227,27.8665
0.000645276,27.1642
0.000645332,26.1326
0.000645391,24.8566
0.000645497,22.2986
0.0006456,19.8338
0.000645661,18.4646
0.000645717,17.353
0.000645772,16.3657
0.000645822,15.5896
0.000645861,15.0532
0.000645907,14.5163
0.000645947,14.1126
0.000646,13.6836
0.000646053,13.3626
0.000646094,13.1837
0.000646141,13.051
0.000646193,12.9877
0.000646208,12.985
0.000646261,13.0252
0.000646318,13.1508
0.000646376,13.3482
0.000646464,13.753
0.000646661,14.7886
0.000646736,15.1088
0.000646813,15.3456
0.00064689,15.4731
0.000646938,15.4953
0.000647024,15.4311
0.000647107,15.2608
0.000647231,14.8761
0.000647519,13.8337
0.00064765,13.4319
0.000647814,13.0231
0.000648015,12.6333
0.000648211,12.3462
0.000648333,12.2264
0.00064847,12.1748
0.000648599,12.22
0.000648748,12.375
0.000649009,12.7174
0.000649137,12.8112
0.000649223,12.8261
0.000649351,12.781
0.000649606,12.5541
0.000649995,12.203
0.000650614,11.7256
0.000651063,11.4785
0.000651482,11.2474
0.000652201,10.7284
0.000652457,10.6023
0.000652587,10.5805
0.000652734,10.6137
0.000652905,10.7335
0.000653251,11.0575
0.00065346,11.1678
0.000653953,11.2646
0.000654065,11.2701
0.000654309,11.2298
0.000654533,11.1089
0.000654739,10.9171
0.0006552,10.3525
0.000655335,10.2455
0.000655468,10.2106
0.000655614,10.2558
0.000655948,10.4851
0.000656077,10.5172
0.000656224,10.4901
0.000656539,10.3749
0.000656656,10.3655
0.000656813,10.3703
0.000657002,10.3391
0.000657146,10.2574
0.000657543,9.91583
0.000657674,9.86218
0.000657696,9.86052
0.000657795,9.88759
0.000657897,9.98213
0.000657993,10.1386
0.000658117,10.4255
0.000658364,11.0849
0.000658486,11.343
0.000658628,11.5472
0.000658952,11.893
0.00065934,12.4092
0.000659862,12.9676
0.000659986,13.021
0.000660097,12.9735
0.000660184,12.8629
0.000660276,12.681
0.000660404,12.3419
0.000660685,11.4998
0.000660834,11.1202
0.000660939,10.9055
0.000661071,10.7132
0.000661193,10.6114
0.000661339,10.5734
0.000661705,10.6346
0.000661863,10.5961
0.000662025,10.472
0.000662265,10.1772
0.000662479,9.92059
0.000662625,9.80678
0.000662778,9.75776
0.000662808,9.75643
0.000662981,9.7967
0.000663174,9.92371
0.000663412,10.17
0.000663761,10.5831
0.000663945,10.7332
0.000664096,10.7831
0.000664116,10.7835
0.000664261,10.7398
0.000664401,10.6142
0.000664535,10.4209
0.000664684,10.1325
0.000664984,9.46376
0.000665089,9.28259
0.000665158,9.20754
0.000665219,9.18543
0.000665263,9.20068
0.000665319,9.26472
0.000665374,9.38548
0.000665425,9.54755
0.000665469,9.73648
0.000665525,10.033
0.000665581,10.3947
0.000665636,10.8158
0.000665714,11.4855
0.000665901,13.2202
0.000665973,13.8244
0.00066604,14.2925
0.000666104,14.637
0.00066616,14.8433
0.000666224,14.9692
0.00066626,14.9889
0.000666321,14.945
0.000666382,14.8164
0.000666463,14.544
0.00066673,13.3641
0.000666847,12.9387
0.000666945,12.668
0.000667052,12.4593
0.000667202,12.2744
0.000667915,11.7217
0.000668233,11.557
0.000668729,11.4151
0.000668939,11.2771
0.000669195,11.0022
0.000669597,10.5338
0.000669865,10.2957
0.000670083,10.1724
0.000670378,10.1033
0.000670602,10.0424
0.000670755,9.93864
0.000670911,9.76468
0.000671216,9.35036
0.000671341,9.23424
0.000671452,9.19157
0.000671464,9.19099
0.000671577,9.22555
0.000671694,9.33474
0.000671839,9.5495
0.000672183,10.1491
0.000672416,10.4699
0.000672919,11.0653
0.000673055,11.1577
0.000673105,11.1672
0.000673213,11.1291
0.000673324,11.0052
0.000673554,10.607
0.000673635,10.5056
0.000673716,10.4699
0.000673776,10.5
0.000673844,10.6007
0.000673905,10.7487
0.000673985,11.0233
0.00067409,11.4719
0.000674235,12.1177
0.000674324,12.4334
0.000674384,12.5851
0.000674445,12.6744
0.000674505,12.6973
0.000674566,12.6542
0.000674639,12.5187
0.000674725,12.2668
0.000674839,11.8196
0.00067511,10.6257
0.000675228,10.171
0.000675329,9.84914
0.000675411,9.64613
0.000675504,9.48037
0.000675587,9.40021
0.000675642,9.38499
0.000675707,9.40797
0.000675787,9.49796
0.000675869,9.66391
0.000675964,9.93732
0.000676057,10.2788
0.000676261,11.146
0.000676518,12.2759
0.000676618,12.7852
0.000676685,13.1848
0.000676744,13.5858
0.000676805,14.0659
0.000676906,14.9544
0.000677081,16.6132
0.000677151,17.1839
0.000677216,17.6014
0.000677274,17.8597
0.000677326,17.9799
0.000677356,18.0021
0.000677408,17.9567
0.000677448,17.8543
0.000677513,17.5721
0.000677586,17.1291
0.000677797,15.5946
0.00067787,15.1506
0.000677942,14.8088
0.000678004,14.6073
0.000678081,14.4669
0.000678154,14.4273
0.000678255,14.4756
0.000678458,14.6425
0.000678514,14.6531
0.000678624,14.594
0.000678728,14.4383
0.000678864,14.1239
0.000679143,13.3597
0.000679267,13.0922
0.000679382,12.9201
0.000679521,12.8142
0.00067964,12.7919
0.000679831,12.8035
0.00067999,12.7683
0.00068012,12.6648
0.000680267,12.4519
0.000680422,12.1255
0.000680564,11.7605
0.000680872,10.8976
0.000680971,10.6625
0.00068107,10.4872
0.000681149,10.4102
0.000681198,10.3981
0.000681273,10.4411
0.000681347,10.565
0.000681421,10.7744
0.000681495,11.0675
0.000681568,11.4287
0.000681665,11.9983
0.000681862,13.2358
0.000681949,13.7228
0.000682007,13.9963
0.000682081,14.2802
0.000682155,14.4794
0.000682237,14.5998
0.000682305,14.627
0.000682406,14.5633
0.000682514,14.3922
0.000682721,13.9158
0.000682986,13.2961
0.0006832,12.8938
0.000683391,12.6086
0.000683584,12.4021
0.000683753,12.3028
0.000684216,12.219
0.000684468,12.0837
0.000684802,11.8721
0.000685053,11.799
0.000685111,11.7956
0.00068532,11.8358
0.000685512,11.9636
0.000685942,12.4255
0.000686098,12.511
0.00068615,12.517
0.00068629,12.4756
0.000686437,12.3548
0.00068721,11.454
0.000687907,10.6334
0.000688293,10.1059
0.000688387,10.0125
0.000688482,9.96952
0.000688564,9.99037
0.000688647,10.0779
0.000688735,10.2507
0.000688827,10.5131
0.000688947,10.9495
0.000689123,11.616
0.00068922,11.9079
0.000689293,12.0594
0.000689367,12.1419
0.000689413,12.1577
0.000689495,12.1216
0.000689602,11.9763
0.000689863,11.4618
0.000689976,11.3138
0.000690078,11.2646
0.000690089,11.2644
0.000690189,11.3034
0.000690326,11.4477
0.000690516,11.6747
0.000690618,11.7376
0.000690662,11.7438
0.000690773,11.6975
0.000690884,11.5674
0.000691032,11.2924
0.000691449,10.341
0.000691567,10.1206
0.000691684,9.96181
0.000691778,9.89609
0.000691819,9.88795
0.000691911,9.92078
0.000691978,9.99149
0.000692072,10.161
0.000692146,10.3526
0.000692229,10.6253
0.000692326,11.0116
0.000692434,11.5279
0.000692555,12.1881
0.000692864,14.0679
0.000692972,14.6506
0.000693059,15.0196
0.000693146,15.2747
0.000693204,15.3742
0.000693263,15.4121
0.000693351,15.3571
0.000693439,15.183
0.000693528,14.9154
0.000693649,14.4478
0.000693916,13.3569
0.00069403,12.9527
0.000694164,12.5562
0.00069431,12.2138
0.000694475,11.9292
0.000694657,11.7151
0.000694869,11.565
0.00069534,11.3426
0.000695648,11.1149
0.000696085,10.6871
0.000696206,10.613
0.000696269,10.6011
0.000696359,10.6257
0.000696471,10.7312
0.000696591,10.9295
0.000696893,11.5615
0.000697032,11.7759
0.000697162,11.8919
0.000697325,11.9398
0.000697334,11.94
0.000697522,11.8948
0.000697692,11.7709
0.000697836,11.5867
0.000697998,11.2926
0.000698198,10.8851
0.000698289,10.7346
0.000698372,10.6465
0.000698448,10.6234
0.00069852,10.6611
0.000698587,10.7544
0.000698676,10.958
0.00069876,11.2296
0.00069894,11.9361
0.000699071,12.4256
0.000699171,12.7231
0.000699272,12.9421
0.000699422,13.1474
0.000699887,13.6463
0.000699993,13.6925
0.000700099,13.6506
0.000700208,13.5031
0.000700322,13.2484
0.000700463,12.8386
0.000700658,12.2333
0.000700791,11.8709
0.000700915,11.605
0.00070103,11.43
0.000701168,11.3071
0.000701338,11.2542
0.000701658,11.2279
0.000702092,11.0803
0.000702145,11.0777
0.000702326,11.1271
0.000702687,11.3327
0.000702824,11.3558
0.000703205,11.2909
0.000703366,11.3328
0.000703509,11.4479
0.000703688,11.684
0.000704036,12.232
0.000704192,12.3974
0.00070432,12.4486
0.000704332,12.4489
0.00070446,12.4026
0.000704599,12.2587
0.000704803,11.9338
0.000705067,11.4913
0.000705217,11.312
0.000705345,11.2376
0.000705396,11.2322
0.000705509,11.2722
0.000705649,11.4129
0.00070596,11.8462
0.00070609,11.952
0.00070619,11.9735
0.000706314,11.9291
0.000706499,11.7571
0.000706922,11.2374
0.000707222,10.9392
0.000707894,10.4171
0.000708153,10.1441
0.000708561,9.62259
0.0007087,9.4846
0.00070883,9.42049
0.000708873,9.418
0.000708966,9.45093
0.00070906,9.5407
0.000709153,9.68902
0.000709256,9.91647
0.000709379,10.2671
0.000709552,10.8511
0.000709785,11.6601
0.000709922,12.0583
0.000710052,12.3388
0.000710201,12.5511
0.000710772,13.1203
0.000710905,13.1679
0.000711021,13.1168
0.000711137,12.9751
0.000711282,12.7001
0.000711636,11.9122
0.000711843,11.5414
0.000712059,11.2427
0.00071231,10.9865
0.000712582,10.799
0.00071287,10.6834
0.000713058,10.6587
0.000713336,10.7048
0.000713592,10.7507
0.000713777,10.7082
0.000713996,10.5653
0.00071458,10.0884
0.000714831,9.80581
0.000714999,9.61603
0.000715109,9.54363
0.000715155,9.53517
0.000715239,9.5626
0.00071531,9.63575
0.000715382,9.75674
0.000715478,9.98658
0.000715611,10.3992
0.000715767,10.8896
0.000715846,11.0901
0.000715917,11.2228
0.000715989,11.2997
0.000716049,11.3194
0.000716132,11.2837
0.000716252,11.1349
0.000716455,10.8119
0.000716547,10.7263
0.000716592,10.7108
0.000716671,10.7337
0.000716761,10.8377
0.000716856,11.0264
0.000717129,11.7193
0.00071724,11.9208
0.000717335,12.0164
0.000717425,12.043
0.000717537,12.0099
0.000717831,11.7799
0.000718078,11.521
0.000718421,11.0605
0.000718541,10.962
0.00071864,10.9365
0.000718786,10.9841
0.000719068,11.1602
0.000719405,11.2346
0.000719507,11.3103
0.000719619,11.4739
0.000719737,11.7369
0.000719968,12.3406
0.000720061,12.5139
0.000720145,12.5938
0.000720179,12.6014
0.000720263,12.5564
0.000720333,12.4515
0.000720406,12.2844
0.000720526,11.9133
0.000720765,11.0682
0.000720863,10.7857
0.000720958,10.5878
0.000721031,10.4998
0.000721104,10.4727
0.000721177,10.507
0.00072125,10.5985
0.00072135,10.8
0.00072163,11.5326
0.000721734,11.7343
0.000721835,11.8428
0.000721898,11.862
0.000722,11.8202
0.000722096,11.7149
0.000722397,11.2521
0.000722537,11.1057
0.000722665,11.0449
0.000722726,11.0381
0.000722933,11.0868
0.000723262,11.2713
